Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
8.35, 34.91, 24.45, 56.97, 57.83, 7.316, 1.213, 0.123, 0.123, , 5.703, 973.537, 973.537, 973.537, 70.4, 0, 0, 255.164, 210.287, 255.164, 210.287, 81, 81, 0.024, 0.034, 235.007, 193.673, 235.007, 193.673, 16.931, 8.5, 8.5, 1, 8.233, 
8.4, 34.91, 24.45, 56.97, 57.83, 7.306, 1.213, 0.124, 0.124, , 5.728, 972.311, 972.311, 972.311, 70.4, 0, 0, 255.985, 210.963, 255.985, 210.963, 81.362, 81.362, 0.024, 0.034, 234.712, 193.428, 234.712, 193.428, 16.938, 8.5, 8.5, 1, 8.283, 
8.45, 34.91, 24.45, 56.97, 57.83, 7.294, 1.213, 0.125, 0.125, , 5.754, 970.795, 970.795, 970.795, 70.4, 0, 0, 256.717, 211.566, 256.717, 211.566, 81.724, 81.724, 0.024, 0.034, 234.345, 193.125, 234.345, 193.125, 17.021, 8.5, 8.5, 1, 8.333, 
8.5, 34.91, 24.45, 56.97, 57.83, 7.281, 1.213, 0.126, 0.126, , 5.779, 969.085, 969.085, 969.085, 70.4, 0, 0, 257.39, 212.121, 257.39, 212.121, 82.085, 82.085, 0.024, 0.034, 233.932, 192.784, 233.932, 192.784, 17.104, 8.5, 8.5, 1, 8.383, 
8.55, 34.91, 24.45, 56.97, 57.83, 7.267, 1.213, 0.127, 0.127, , 5.805, 967.268, 967.268, 967.268, 70.4, 0, 0, 258.031, 212.649, 258.031, 212.649, 82.445, 82.445, 0.024, 0.034, 233.492, 192.422, 233.492, 192.422, 17.187, 8.5, 8.5, 1, 8.433, 
8.6, 34.91, 24.45, 56.97, 57.83, 7.252, 1.213, 0.128, 0.128, , 5.83, 965.334, 965.334, 965.334, 70.4, 0, 0, 258.637, 213.148, 258.637, 213.148, 82.805, 82.805, 0.024, 0.034, 233.024, 192.037, 233.024, 192.037, 17.277, 8.5, 8.5, 1, 8.483, 
8.65, 34.91, 24.45, 56.97, 57.83, 7.233, 1.213, 0.129, 0.129, , 5.855, 962.923, 962.923, 962.923, 70.4, 0, 0, 259.109, 213.537, 259.109, 213.537, 83.164, 83.164, 0.024, 0.034, 232.442, 191.558, 232.442, 191.558, 17.386, 8.5, 8.5, 1, 8.533, 
8.7, 34.91, 24.45, 56.97, 57.83, 7.209, 1.213, 0.131, 0.131, , 5.88, 959.797, 959.797, 959.797, 70.4, 0, 0, 259.383, 213.764, 259.383, 213.764, 83.521, 83.521, 0.024, 0.033, 231.688, 190.937, 231.688, 190.937, 17.494, 8.5, 8.5, 1, 8.583, 
8.75, 34.91, 24.45, 56.97, 57.83, 7.183, 1.213, 0.132, 0.132, , 5.905, 956.486, 956.486, 956.486, 70.4, 0, 0, 259.596, 213.94, 259.596, 213.94, 83.877, 83.877, 0.024, 0.033, 230.889, 190.279, 230.889, 190.279, 17.602, 8.5, 8.5, 1, 8.633, 
8.8, 34.91, 24.45, 56.97, 57.83, 7.155, 1.213, 0.133, 0.133, , 5.93, 952.816, 952.816, 952.816, 70.4, 0, 0, 259.691, 214.017, 259.691, 214.017, 84.233, 84.233, 0.024, 0.033, 230.004, 189.549, 230.004, 189.549, 17.695, 8.5, 8.5, 1, 8.683, 
8.85, 34.91, 24.45, 56.97, 57.83, 7.126, 1.213, 0.134, 0.134, , 5.955, 949.151, 949.151, 949.151, 70.4, 0, 0, 259.78, 214.09, 259.78, 214.09, 84.585, 84.585, 0.024, 0.033, 229.12, 188.82, 229.12, 188.82, 17.733, 8.5, 8.5, 1, 8.733, 
8.9, 34.91, 24.45, 56.97, 57.83, 7.098, 1.213, 0.135, 0.135, , 5.98, 945.501, 945.501, 945.501, 70.4, 0, 0, 259.852, 214.151, 259.852, 214.151, 84.938, 84.938, 0.024, 0.033, 228.239, 188.095, 228.239, 188.095, 17.771, 8.5, 8.5, 1, 8.783, 
8.95, 34.91, 24.45, 56.97, 57.83, 7.07, 1.213, 0.136, 0.136, , 6.005, 941.82, 941.82, 941.82, 70.4, 0, 0, 259.912, 214.201, 259.912, 214.201, 85.29, 85.29, 0.024, 0.033, 227.351, 187.363, 227.351, 187.363, 17.809, 8.5, 8.5, 1, 8.833, 
9, 34.91, 24.45, 56.97, 57.83, 7.041, 1.213, 0.138, 0.138, , 6.03, 938.042, 938.042, 938.042, 70.4, 0, 0, 259.934, 214.217, 259.934, 214.217, 85.641, 85.641, 0.024, 0.033, 226.44, 186.611, 226.44, 186.611, 17.827, 8.5, 8.5, 1, 8.883, 
9.05, 34.91, 24.45, 56.97, 57.83, 7.014, 1.213, 0.139, 0.139, , 6.054, 934.529, 934.529, 934.529, 70.4, 0, 0, 260.023, 214.29, 260.023, 214.29, 85.991, 85.991, 0.024, 0.033, 225.592, 185.912, 225.592, 185.912, 17.738, 8.5, 8.5, 1, 8.933, 
9.1, 34.91, 24.45, 56.97, 57.83, 6.993, 1.213, 0.14, 0.14, , 6.078, 931.859, 931.859, 931.859, 70.4, 0, 0, 260.326, 214.54, 260.326, 214.54, 86.339, 86.339, 0.024, 0.033, 224.947, 185.381, 224.947, 185.381, 17.65, 8.5, 8.5, 1, 8.983, 
9.15, 34.91, 24.45, 56.97, 57.83, 6.974, 1.213, 0.141, 0.141, , 6.103, 929.387, 929.387, 929.387, 70.4, 0, 0, 260.681, 214.833, 260.681, 214.833, 86.684, 86.684, 0.024, 0.033, 224.35, 184.888, 224.35, 184.888, 17.561, 8.5, 8.5, 1, 9.033, 
9.2, 34.91, 24.45, 56.97, 57.83, 6.959, 1.213, 0.142, 0.142, , 6.127, 927.54, 927.54, 927.54, 70.4, 0, 0, 261.2, 215.26, 261.2, 215.26, 87.029, 87.029, 0.024, 0.033, 223.903, 184.519, 223.903, 184.519, 17.479, 8.5, 8.5, 1, 9.083, 
9.25, 34.91, 24.45, 56.97, 57.83, 6.947, 1.213, 0.143, 0.143, , 6.151, 925.902, 925.902, 925.902, 70.4, 0, 0, 261.773, 215.733, 261.773, 215.733, 87.373, 87.373, 0.024, 0.033, 223.508, 184.193, 223.508, 184.193, 17.453, 8.5, 8.5, 1, 9.133, 
9.3, 34.91, 24.45, 56.97, 57.83, 6.938, 1.213, 0.145, 0.145, , 6.175, 924.86, 924.86, 924.86, 70.4, 0, 0, 262.502, 216.334, 262.502, 216.334, 87.716, 87.716, 0.024, 0.033, 223.255, 183.986, 223.255, 183.986, 17.427, 8.5, 8.5, 1, 9.183, 
9.35, 34.91, 24.45, 56.97, 57.83, 6.928, 1.213, 0.146, 0.146, , 6.2, 923.608, 923.608, 923.608, 70.4, 0, 0, 263.172, 216.886, 263.172, 216.886, 88.06, 88.06, 0.024, 0.033, 222.953, 183.737, 222.953, 183.737, 17.402, 8.5, 8.5, 1, 9.233, 
9.4, 34.91, 24.45, 56.97, 57.83, 6.914, 1.213, 0.147, 0.147, , 6.224, 921.816, 921.816, 921.816, 70.4, 0, 0, 263.691, 217.312, 263.691, 217.312, 88.403, 88.403, 0.024, 0.033, 222.521, 183.381, 222.521, 183.381, 17.379, 8.5, 8.5, 1, 9.283, 
9.45, 34.91, 24.45, 56.97, 57.83, 6.901, 1.213, 0.149, 0.149, , 6.248, 920.153, 920.153, 920.153, 70.4, 0, 0, 264.241, 217.764, 264.241, 217.764, 88.747, 88.747, 0.024, 0.033, 222.121, 183.051, 222.121, 183.051, 17.442, 8.5, 8.5, 1, 9.333, 
9.5, 34.91, 24.45, 56.97, 57.83, 6.89, 1.213, 0.15, 0.15, , 6.272, 918.741, 918.741, 918.741, 70.4, 0, 0, 264.851, 218.266, 264.851, 218.266, 89.09, 89.09, 0.024, 0.033, 221.781, 182.771, 221.781, 182.771, 17.505, 8.5, 8.5, 1, 9.383, 
9.55, 34.91, 24.45, 56.97, 57.83, 6.873, 1.213, 0.151, 0.151, , 6.296, 916.536, 916.536, 916.536, 70.4, 0, 0, 265.225, 218.574, 265.225, 218.574, 89.434, 89.434, 0.024, 0.033, 221.249, 182.333, 221.249, 182.333, 17.569, 8.5, 8.5, 1, 9.433, 
9.6, 34.91, 24.45, 56.967, 57.83, 6.847, 1.213, 0.153, 0.153, , 6.32, 913.144, 913.144, 913.144, 70.4, 0, 0, 265.246, 218.591, 265.246, 218.591, 89.776, 89.776, 0.024, 0.033, 220.429, 181.658, 220.429, 181.658, 17.632, 8.5, 8.5, 1, 9.483, 
9.65, 34.91, 24.45, 56.963, 57.83, 6.819, 1.213, 0.154, 0.154, , 6.344, 909.518, 909.518, 909.518, 70.4, 0, 0, 265.189, 218.545, 265.189, 218.545, 90.114, 90.114, 0.024, 0.033, 219.554, 180.936, 219.554, 180.936, 17.663, 8.5, 8.5, 1, 9.533, 
9.7, 34.91, 24.45, 56.959, 57.83, 6.789, 1.213, 0.155, 0.155, , 6.368, 905.639, 905.639, 905.639, 70.4, 0, 0, 265.049, 218.431, 265.049, 218.431, 90.452, 90.452, 0.024, 0.033, 218.617, 180.164, 218.617, 180.164, 17.695, 8.5, 8.5, 1, 9.583, 
9.75, 34.91, 24.45, 56.954, 57.83, 6.76, 1.213, 0.156, 0.156, , 6.392, 901.948, 901.948, 901.948, 70.4, 0, 0, 264.953, 218.353, 264.953, 218.353, 90.789, 90.789, 0.024, 0.033, 217.726, 179.43, 217.726, 179.43, 17.726, 8.5, 8.5, 1, 9.633, 
9.8, 34.91, 24.45, 56.95, 57.83, 6.733, 1.213, 0.158, 0.158, , 6.415, 898.394, 898.394, 898.394, 70.4, 0, 0, 264.89, 218.3, 264.89, 218.3, 91.124, 91.124, 0.024, 0.033, 216.868, 178.723, 216.868, 178.723, 17.757, 8.5, 8.5, 1, 9.683, 
9.85, 34.91, 24.45, 56.946, 57.83, 6.714, 1.213, 0.159, 0.159, , 6.439, 896.005, 896.005, 896.005, 70.4, 0, 0, 265.157, 218.52, 265.157, 218.52, 91.46, 91.46, 0.024, 0.033, 216.292, 178.248, 216.292, 178.248, 17.833, 8.5, 8.5, 1, 9.733, 
9.9, 34.91, 24.45, 56.942, 57.83, 6.7, 1.213, 0.16, 0.16, , 6.462, 894.165, 894.165, 894.165, 70.4, 0, 0, 265.579, 218.867, 265.579, 218.867, 91.792, 91.792, 0.024, 0.033, 215.849, 177.883, 215.849, 177.883, 17.913, 8.5, 8.5, 1, 9.783, 
9.95, 34.91, 24.45, 56.938, 57.83, 6.688, 1.213, 0.161, 0.161, , 6.485, 892.699, 892.699, 892.699, 70.4, 0, 0, 266.097, 219.294, 266.097, 219.294, 92.124, 92.124, 0.024, 0.033, 215.495, 177.592, 215.495, 177.592, 17.993, 8.5, 8.5, 1, 9.833, 
10, 34.91, 24.45, 56.933, 57.83, 6.678, 1.213, 0.163, 0.163, , 6.509, 891.326, 891.326, 891.326, 70.4, 0, 0, 266.64, 219.741, 266.64, 219.741, 92.455, 92.455, 0.024, 0.033, 215.163, 177.319, 215.163, 177.319, 18.072, 8.5, 8.5, 1, 9.883, 
10.05, 34.91, 24.45, 56.929, 57.83, 6.664, 1.213, 0.164, 0.164, , 6.532, 889.547, 889.547, 889.547, 70.4, 0, 0, 267.065, 220.092, 267.065, 220.092, 92.787, 92.787, 0.024, 0.033, 214.733, 176.965, 214.733, 176.965, 18.073, 8.5, 8.5, 1, 9.933, 
10.1, 34.91, 24.45, 56.925, 57.83, 6.65, 1.213, 0.165, 0.165, , 6.555, 887.783, 887.783, 887.783, 70.4, 0, 0, 267.494, 220.446, 267.494, 220.446, 93.118, 93.118, 0.024, 0.033, 214.307, 176.615, 214.307, 176.615, 18.059, 8.5, 8.5, 1, 9.983, 
10.15, 34.91, 24.45, 56.921, 57.83, 6.64, 1.213, 0.166, 0.166, , 6.579, 886.609, 886.609, 886.609, 70.4, 0, 0, 268.088, 220.937, 268.088, 220.937, 93.449, 93.449, 0.024, 0.033, 214.023, 176.381, 214.023, 176.381, 18.045, 8.5, 8.5, 1, 10.033, 
10.2, 34.91, 24.45, 56.916, 57.83, 6.633, 1.213, 0.168, 0.168, , 6.602, 885.745, 885.745, 885.745, 70.4, 0, 0, 268.774, 221.503, 268.774, 221.503, 93.777, 93.777, 0.024, 0.033, 213.813, 176.209, 213.813, 176.209, 18.031, 8.5, 8.5, 1, 10.083, 
10.25, 34.91, 24.45, 56.912, 57.83, 6.634, 1.213, 0.169, 0.169, , 6.625, 885.863, 885.863, 885.863, 70.4, 0, 0, 269.751, 222.307, 269.751, 222.307, 94.104, 94.104, 0.024, 0.033, 213.84, 176.233, 213.84, 176.233, 17.975, 8.5, 8.5, 1, 10.133, 
10.3, 34.91, 24.45, 56.908, 57.83, 6.633, 1.213, 0.17, 0.17, , 6.648, 885.783, 885.783, 885.783, 70.4, 0, 0, 270.667, 223.063, 270.667, 223.063, 94.43, 94.43, 0.024, 0.033, 213.82, 176.217, 213.82, 176.217, 17.908, 8.5, 8.5, 1, 10.183, 
10.35, 34.91, 24.45, 56.904, 57.83, 6.63, 1.213, 0.172, 0.172, , 6.672, 885.408, 885.408, 885.408, 70.4, 0, 0, 271.493, 223.744, 271.493, 223.744, 94.759, 94.759, 0.024, 0.033, 213.728, 176.142, 213.728, 176.142, 17.841, 8.5, 8.5, 1, 10.233, 
10.4, 34.91, 24.45, 56.9, 57.83, 6.624, 1.213, 0.173, 0.173, , 6.695, 884.723, 884.723, 884.723, 70.4, 0, 0, 272.225, 224.346, 272.225, 224.346, 95.091, 95.091, 0.024, 0.033, 213.563, 176.005, 213.563, 176.005, 17.773, 8.5, 8.5, 1, 10.283, 
10.45, 34.91, 24.45, 56.895, 57.83, 6.617, 1.213, 0.174, 0.174, , 6.718, 883.813, 883.813, 883.813, 70.4, 0, 0, 272.887, 224.89, 272.887, 224.89, 95.421, 95.421, 0.024, 0.033, 213.345, 175.823, 213.345, 175.823, 17.781, 8.5, 8.5, 1, 10.333, 
10.5, 34.91, 24.45, 56.891, 57.83, 6.609, 1.213, 0.176, 0.176, , 6.741, 882.882, 882.882, 882.882, 70.4, 0, 0, 273.539, 225.426, 273.539, 225.426, 95.75, 95.75, 0.024, 0.033, 213.12, 175.637, 213.12, 175.637, 17.817, 8.5, 8.5, 1, 10.383, 
10.55, 34.91, 24.45, 56.887, 57.83, 6.602, 1.213, 0.177, 0.177, , 6.764, 881.945, 881.945, 881.945, 70.4, 0, 0, 274.187, 225.959, 274.187, 225.959, 96.077, 96.077, 0.024, 0.033, 212.895, 175.45, 212.895, 175.45, 17.853, 8.5, 8.5, 1, 10.433, 
10.6, 34.91, 24.45, 56.883, 57.83, 6.591, 1.213, 0.178, 0.178, , 6.787, 880.554, 880.554, 880.554, 70.4, 0, 0, 274.688, 226.372, 274.688, 226.372, 96.403, 96.403, 0.024, 0.033, 212.56, 175.173, 212.56, 175.173, 17.889, 8.5, 8.5, 1, 10.483, 
10.65, 34.91, 24.45, 56.878, 57.83, 6.578, 1.213, 0.179, 0.179, , 6.81, 878.967, 878.967, 878.967, 70.4, 0, 0, 275.125, 226.732, 275.125, 226.732, 96.731, 96.731, 0.024, 0.032, 212.178, 174.857, 212.178, 174.857, 17.934, 8.5, 8.5, 1, 10.533, 
10.7, 34.91, 24.45, 56.874, 57.83, 6.56, 1.213, 0.181, 0.181, , 6.833, 876.638, 876.638, 876.638, 70.4, 0, 0, 275.316, 226.891, 275.316, 226.891, 97.058, 97.058, 0.024, 0.032, 211.616, 174.395, 211.616, 174.395, 17.984, 8.5, 8.5, 1, 10.583, 
10.75, 34.91, 24.45, 56.87, 57.83, 6.539, 1.213, 0.182, 0.182, , 6.856, 873.973, 873.973, 873.973, 70.4, 0, 0, 275.399, 226.961, 275.399, 226.961, 97.386, 97.386, 0.024, 0.032, 210.973, 173.866, 210.973, 173.866, 18.033, 8.5, 8.5, 1, 10.633, 
10.8, 34.91, 24.45, 56.866, 57.83, 6.515, 1.213, 0.183, 0.183, , 6.879, 870.846, 870.846, 870.846, 70.4, 0, 0, 275.333, 226.908, 275.333, 226.908, 97.712, 97.712, 0.024, 0.032, 210.22, 173.245, 210.22, 173.245, 18.083, 8.5, 8.5, 1, 10.683, 
10.85, 34.91, 24.45, 56.862, 57.83, 6.494, 1.213, 0.185, 0.185, , 6.902, 868.152, 868.152, 868.152, 70.4, 0, 0, 275.389, 226.955, 275.389, 226.955, 98.035, 98.035, 0.024, 0.032, 209.57, 172.708, 209.57, 172.708, 18.081, 8.5, 8.5, 1, 10.733, 
10.9, 34.91, 24.45, 56.863, 57.83, 6.475, 1.213, 0.186, 0.186, , 6.925, 865.68, 865.68, 865.68, 70.4, 0, 0, 275.508, 227.053, 275.508, 227.053, 98.359, 98.359, 0.024, 0.032, 208.973, 172.216, 208.973, 172.216, 18.043, 8.5, 8.5, 1, 10.783, 
10.95, 34.91, 24.45, 56.867, 57.83, 6.461, 1.213, 0.188, 0.188, , 6.948, 863.921, 863.921, 863.921, 70.4, 0, 0, 275.844, 227.331, 275.844, 227.331, 98.683, 98.683, 0.024, 0.033, 208.548, 171.865, 208.548, 171.865, 18.006, 8.5, 8.5, 1, 10.833, 
11, 34.91, 24.45, 56.871, 57.83, 6.447, 1.213, 0.189, 0.189, , 6.97, 862.158, 862.158, 862.158, 70.4, 0, 0, 276.177, 227.605, 276.177, 227.605, 99.003, 99.003, 0.024, 0.033, 208.122, 171.513, 208.122, 171.513, 17.969, 8.5, 8.5, 1, 10.883, 
11.05, 34.91, 24.45, 56.875, 57.83, 6.43, 1.213, 0.19, 0.19, , 6.993, 859.958, 859.958, 859.958, 70.4, 0, 0, 276.365, 227.76, 276.365, 227.76, 99.321, 99.321, 0.024, 0.033, 207.591, 171.075, 207.591, 171.075, 17.954, 8.5, 8.5, 1, 10.933, 
11.1, 34.91, 24.45, 56.88, 57.83, 6.408, 1.213, 0.192, 0.192, , 7.015, 857.048, 857.048, 857.048, 70.4, 0, 0, 276.312, 227.716, 276.312, 227.716, 99.638, 99.638, 0.024, 0.033, 206.888, 170.496, 206.888, 170.496, 17.957, 8.5, 8.5, 1, 10.983, 
11.15, 34.91, 24.45, 56.884, 57.83, 6.378, 1.213, 0.193, 0.193, , 7.037, 853.231, 853.231, 853.231, 70.4, 0, 0, 275.951, 227.419, 275.951, 227.419, 99.954, 99.954, 0.024, 0.033, 205.966, 169.738, 205.966, 169.738, 17.959, 8.5, 8.5, 1, 11.033, 
11.2, 34.91, 24.45, 56.888, 57.83, 6.343, 1.213, 0.194, 0.194, , 7.059, 848.58, 848.58, 848.58, 70.4, 0, 0, 275.314, 226.892, 275.314, 226.892, 100.269, 100.269, 0.024, 0.033, 204.843, 168.813, 204.843, 168.813, 17.962, 8.5, 8.5, 1, 11.083, 
11.25, 34.91, 24.45, 56.892, 57.83, 6.304, 1.213, 0.196, 0.196, , 7.082, 843.57, 843.57, 843.57, 70.4, 0, 0, 274.557, 226.267, 274.557, 226.267, 100.585, 100.585, 0.024, 0.033, 203.633, 167.817, 203.633, 167.817, 17.954, 8.5, 8.5, 1, 11.133, 
11.3, 34.91, 24.45, 56.897, 57.83, 6.255, 1.213, 0.197, 0.197, , 7.104, 837.219, 837.219, 837.219, 70.4, 0, 0, 273.322, 225.249, 273.322, 225.249, 100.9, 100.9, 0.024, 0.033, 202.1, 166.553, 202.1, 166.553, 17.934, 8.5, 8.5, 1, 11.183, 
11.35, 34.91, 24.45, 56.901, 57.831, 6.211, 1.213, 0.199, 0.199, , 7.125, 831.384, 831.384, 831.384, 70.4, 0, 0, 272.252, 224.368, 272.252, 224.368, 101.21, 101.21, 0.024, 0.033, 200.692, 165.392, 200.692, 165.392, 17.915, 8.5, 8.5, 1, 11.233, 
11.4, 34.91, 24.45, 56.905, 57.832, 6.176, 1.213, 0.2, 0.2, , 7.147, 826.877, 826.877, 826.877, 70.4, 0, 0, 271.605, 223.836, 271.605, 223.836, 101.517, 101.517, 0.024, 0.033, 199.602, 164.495, 199.602, 164.495, 17.895, 8.5, 8.5, 1, 11.283, 
11.45, 34.91, 24.45, 56.909, 57.832, 6.145, 1.213, 0.201, 0.201, , 7.168, 822.912, 822.912, 822.912, 70.4, 0, 0, 271.12, 223.436, 271.12, 223.436, 101.821, 101.821, 0.024, 0.033, 198.645, 163.707, 198.645, 163.707, 17.873, 8.5, 8.5, 1, 11.333, 
11.5, 34.91, 24.45, 56.913, 57.833, 6.118, 1.213, 0.203, 0.203, , 7.19, 819.31, 819.31, 819.31, 70.4, 0, 0, 270.741, 223.125, 270.741, 223.125, 102.125, 102.125, 0.024, 0.033, 197.777, 162.992, 197.777, 162.992, 17.849, 8.5, 8.5, 1, 11.383, 
11.55, 34.91, 24.45, 56.918, 57.834, 6.104, 1.213, 0.204, 0.204, , 7.211, 817.605, 817.605, 817.605, 70.4, 0, 0, 270.989, 223.328, 270.989, 223.328, 102.428, 102.428, 0.024, 0.033, 197.365, 162.653, 197.365, 162.653, 17.825, 8.5, 8.5, 1, 11.433, 
11.6, 34.91, 24.45, 56.922, 57.835, 6.09, 1.213, 0.206, 0.206, , 7.233, 815.747, 815.747, 815.747, 70.4, 0, 0, 271.18, 223.485, 271.18, 223.485, 102.734, 102.734, 0.024, 0.033, 196.916, 162.283, 196.916, 162.283, 17.801, 8.5, 8.5, 1, 11.482, 
11.65, 34.91, 24.45, 56.926, 57.836, 6.066, 1.213, 0.207, 0.207, , 7.254, 812.735, 812.735, 812.735, 70.4, 0, 0, 270.969, 223.31, 270.969, 223.31, 103.037, 103.037, 0.024, 0.033, 196.19, 161.684, 196.19, 161.684, 17.808, 8.5, 8.5, 1, 11.533, 
11.7, 34.91, 24.45, 56.93, 57.836, 6.038, 1.213, 0.208, 0.208, , 7.275, 809.089, 809.089, 809.089, 70.4, 0, 0, 270.538, 222.954, 270.538, 222.954, 103.336, 103.336, 0.024, 0.033, 195.309, 160.958, 195.309, 160.958, 17.87, 8.5, 8.5, 1, 11.583, 
11.75, 34.91, 24.45, 56.935, 57.837, 6.006, 1.213, 0.21, 0.21, , 7.296, 804.944, 804.944, 804.944, 70.4, 0, 0, 269.934, 222.456, 269.934, 222.456, 103.638, 103.638, 0.024, 0.032, 194.307, 160.133, 194.307, 160.133, 17.932, 8.5, 8.5, 1, 11.633, 
11.8, 34.91, 24.45, 56.939, 57.838, 5.959, 1.213, 0.211, 0.211, , 7.317, 798.81, 798.81, 798.81, 70.4, 0, 0, 268.637, 221.387, 268.637, 221.387, 103.94, 103.94, 0.024, 0.032, 192.826, 158.913, 192.826, 158.913, 17.994, 8.5, 8.5, 1, 11.683, 
11.85, 34.91, 24.45, 56.943, 57.839, 5.914, 1.213, 0.213, 0.213, , 7.338, 792.938, 792.938, 792.938, 70.4, 0, 0, 267.422, 220.386, 267.422, 220.386, 104.233, 104.233, 0.024, 0.032, 191.408, 157.746, 191.408, 157.746, 18.022, 8.5, 8.5, 1, 11.732, 
11.9, 34.91, 24.45, 56.947, 57.839, 5.881, 1.213, 0.214, 0.214, , 7.359, 788.597, 788.597, 788.597, 70.4, 0, 0, 266.709, 219.798, 266.709, 219.798, 104.526, 104.526, 0.024, 0.032, 190.36, 156.882, 190.36, 156.882, 17.961, 8.5, 8.5, 1, 11.783, 
11.95, 34.91, 24.45, 56.951, 57.84, 5.853, 1.213, 0.216, 0.216, , 7.379, 784.904, 784.904, 784.904, 70.4, 0, 0, 266.201, 219.38, 266.201, 219.38, 104.819, 104.819, 0.024, 0.032, 189.468, 156.148, 189.468, 156.148, 17.9, 8.5, 8.5, 1, 11.833, 
12, 34.91, 24.45, 56.956, 57.841, 5.827, 1.213, 0.217, 0.217, , 7.4, 781.644, 781.644, 781.644, 70.4, 0, 0, 265.831, 219.076, 265.831, 219.076, 105.108, 105.108, 0.024, 0.032, 188.681, 155.499, 188.681, 155.499, 17.84, 8.5, 8.5, 1, 11.883, 
12.05, 34.91, 24.45, 56.96, 57.842, 5.811, 1.213, 0.218, 0.218, , 7.42, 779.607, 779.607, 779.607, 70.4, 0, 0, 265.87, 219.109, 265.87, 219.109, 105.397, 105.397, 0.024, 0.032, 188.19, 155.094, 188.19, 155.094, 17.79, 8.5, 8.5, 1, 11.933, 
12.1, 34.91, 24.45, 56.964, 57.842, 5.792, 1.213, 0.22, 0.22, , 7.441, 777.096, 777.096, 777.096, 70.4, 0, 0, 265.743, 219.005, 265.743, 219.005, 105.687, 105.687, 0.024, 0.032, 187.584, 154.595, 187.584, 154.595, 17.778, 8.5, 8.5, 1, 11.983, 
12.15, 34.91, 24.45, 56.968, 57.843, 5.765, 1.213, 0.221, 0.221, , 7.461, 773.565, 773.565, 773.565, 70.4, 0, 0, 265.261, 218.608, 265.261, 218.608, 105.975, 105.975, 0.024, 0.032, 186.732, 153.893, 186.732, 153.893, 17.767, 8.5, 8.5, 1, 12.033, 
12.2, 34.91, 24.45, 56.97, 57.844, 5.732, 1.213, 0.223, 0.223, , 7.481, 769.277, 769.277, 769.277, 70.4, 0, 0, 264.751, 218.188, 264.751, 218.188, 106.261, 106.261, 0.024, 0.032, 185.696, 153.039, 185.696, 153.039, 17.755, 8.5, 8.5, 1, 12.082, 
12.25, 34.91, 24.45, 56.97, 57.845, 5.697, 1.213, 0.225, 0.225, , 7.51, 764.834, 764.834, 764.834, 70.4, 0, 0, 264.242, 217.769, 264.242, 217.769, 106.675, 106.675, 0.024, 0.032, 184.623, 152.154, 184.623, 152.154, 17.75, 8.5, 8.5, 1, 12.132, 
12.3, 34.91, 24.45, 56.97, 57.846, 5.673, 1.213, 0.226, 0.226, , 7.537, 761.649, 761.649, 761.649, 70.4, 0, 0, 263.833, 217.431, 263.833, 217.431, 107.059, 107.059, 0.024, 0.032, 183.855, 151.52, 183.855, 151.52, 17.781, 8.5, 8.5, 1, 12.183, 
12.35, 34.91, 24.45, 56.97, 57.846, 5.65, 1.213, 0.228, 0.228, , 7.557, 758.686, 758.686, 758.686, 70.4, 0, 0, 263.496, 217.153, 263.496, 217.153, 107.338, 107.338, 0.024, 0.032, 183.139, 150.93, 183.139, 150.93, 17.811, 8.5, 8.5, 1, 12.233, 
12.4, 34.91, 24.45, 56.97, 57.847, 5.629, 1.213, 0.229, 0.229, , 7.577, 755.964, 755.964, 755.964, 70.4, 0, 0, 263.238, 216.94, 263.238, 216.94, 107.618, 107.618, 0.024, 0.032, 182.481, 150.388, 182.481, 150.388, 17.842, 8.5, 8.5, 1, 12.283, 
12.45, 34.91, 24.45, 56.97, 57.848, 5.598, 1.213, 0.231, 0.231, , 7.596, 751.917, 751.917, 751.917, 70.4, 0, 0, 262.511, 216.341, 262.511, 216.341, 107.897, 107.897, 0.024, 0.032, 181.504, 149.583, 181.504, 149.583, 17.873, 8.5, 8.5, 1, 12.333, 
