Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
5.45, 30.08, 24.4, 61.02, 61.99, 7.151, 1.222, 0.077, 0.077, , 4.728, 949.829, 949.829, 949.829, 70.4, 0, 0, 207.788, 170.1, 207.788, 170.1, 67.155, 67.155, 0.024, 0.035, 230.823, 188.959, 230.823, 188.959, 17.173, 8.5, 8.5, 1, 5.516, 
5.5, 30.08, 24.4, 61.02, 61.99, 7.184, 1.222, 0.078, 0.078, , 4.752, 954.286, 954.286, 954.286, 70.4, 0, 0, 209.865, 171.802, 209.865, 171.802, 67.511, 67.511, 0.024, 0.034, 231.906, 189.845, 231.906, 189.845, 17.126, 8.5, 8.5, 1, 5.566, 
5.55, 30.08, 24.4, 61.02, 61.99, 7.214, 1.222, 0.079, 0.079, , 4.778, 958.288, 958.288, 958.288, 70.4, 0, 0, 211.865, 173.44, 211.865, 173.44, 67.867, 67.867, 0.024, 0.034, 232.878, 190.641, 232.878, 190.641, 17.055, 8.5, 8.5, 1, 5.616, 
5.6, 30.08, 24.4, 61.02, 61.99, 7.244, 1.222, 0.08, 0.08, , 4.803, 962.29, 962.29, 962.29, 70.4, 0, 0, 213.865, 175.077, 213.865, 175.077, 68.226, 68.226, 0.024, 0.034, 233.851, 191.436, 233.851, 191.436, 16.984, 8.5, 8.5, 1, 5.666, 
5.65, 30.08, 24.4, 61.02, 61.99, 7.273, 1.222, 0.081, 0.081, , 4.828, 966.079, 966.079, 966.079, 70.4, 0, 0, 215.851, 176.703, 215.851, 176.703, 68.585, 68.585, 0.024, 0.034, 234.771, 192.189, 234.771, 192.189, 16.913, 8.5, 8.5, 1, 5.716, 
5.7, 30.08, 24.4, 61.02, 61.99, 7.301, 1.222, 0.082, 0.082, , 4.854, 969.815, 969.815, 969.815, 70.4, 0, 0, 217.833, 178.325, 217.833, 178.325, 68.946, 68.946, 0.024, 0.034, 235.679, 192.931, 235.679, 192.931, 16.867, 8.5, 8.5, 1, 5.766, 
5.75, 30.08, 24.4, 61.02, 61.99, 7.327, 1.222, 0.082, 0.082, , 4.88, 973.309, 973.309, 973.309, 70.4, 0, 0, 219.766, 179.907, 219.766, 179.907, 69.309, 69.309, 0.024, 0.034, 236.529, 193.625, 236.529, 193.625, 16.899, 8.5, 8.5, 1, 5.816, 
5.8, 30.08, 24.4, 61.02, 61.99, 7.349, 1.222, 0.083, 0.083, , 4.906, 976.238, 976.238, 976.238, 70.4, 0, 0, 221.587, 181.397, 221.587, 181.397, 69.672, 69.672, 0.024, 0.034, 237.24, 194.207, 237.24, 194.207, 16.931, 8.5, 8.5, 1, 5.866, 
5.85, 30.08, 24.4, 61.02, 61.99, 7.371, 1.222, 0.084, 0.084, , 4.931, 979.168, 979.168, 979.168, 70.4, 0, 0, 223.407, 182.887, 223.407, 182.887, 70.038, 70.038, 0.024, 0.034, 237.952, 194.79, 237.952, 194.79, 16.963, 8.5, 8.5, 1, 5.916, 
5.9, 30.08, 24.4, 61.02, 61.99, 7.386, 1.222, 0.085, 0.085, , 4.957, 981.199, 981.199, 981.199, 70.4, 0, 0, 225.518, 184.614, 225.518, 184.614, 70.404, 70.404, 0.024, 0.034, 238.446, 195.195, 238.446, 195.195, 16.99, 8.5, 8.5, 1, 5.966, 
5.95, 30.08, 24.4, 61.02, 61.99, 7.399, 1.222, 0.087, 0.087, , 4.99, 983.033, 983.033, 983.033, 70.4, 0, 0, 227.692, 186.393, 227.692, 186.393, 70.881, 70.881, 0.024, 0.034, 238.893, 195.56, 238.893, 195.56, 16.99, 8.5, 8.5, 1, 6.016, 
6, 30.079, 24.4, 61.02, 61.992, 7.409, 1.222, 0.088, 0.088, , 5.029, 984.349, 984.349, 984.349, 70.4, 0, 0, 229.529, 187.897, 229.529, 187.897, 71.432, 71.432, 0.024, 0.034, 239.213, 195.823, 239.213, 195.823, 16.991, 8.5, 8.5, 1, 6.066, 
6.05, 30.078, 24.4, 61.02, 61.994, 7.412, 1.222, 0.089, 0.089, , 5.065, 984.822, 984.822, 984.822, 70.4, 0, 0, 230.817, 188.951, 230.817, 188.951, 71.949, 71.949, 0.024, 0.035, 239.327, 195.917, 239.327, 195.917, 16.991, 8.5, 8.5, 1, 6.116, 
6.1, 30.078, 24.4, 61.02, 61.996, 7.415, 1.222, 0.09, 0.09, , 5.091, 985.294, 985.294, 985.294, 70.4, 0, 0, 232.104, 190.006, 232.104, 190.006, 72.314, 72.314, 0.024, 0.035, 239.441, 196.011, 239.441, 196.011, 17.004, 8.5, 8.5, 1, 6.166, 
6.15, 30.077, 24.4, 61.02, 61.998, 7.411, 1.222, 0.091, 0.091, , 5.117, 984.787, 984.787, 984.787, 70.4, 0, 0, 233.159, 190.868, 233.159, 190.868, 72.68, 72.68, 0.024, 0.035, 239.317, 195.91, 239.317, 195.91, 17.1, 8.5, 8.5, 1, 6.216, 
6.2, 30.076, 24.4, 61.02, 62, 7.406, 1.222, 0.092, 0.092, , 5.143, 984.261, 984.261, 984.261, 70.4, 0, 0, 234.21, 191.727, 234.21, 191.727, 73.045, 73.045, 0.024, 0.035, 239.188, 195.805, 239.188, 195.805, 17.197, 8.5, 8.5, 1, 6.266, 
6.25, 30.075, 24.4, 61.02, 62.002, 7.402, 1.222, 0.093, 0.093, , 5.169, 983.757, 983.757, 983.757, 70.4, 0, 0, 235.259, 192.585, 235.259, 192.585, 73.411, 73.411, 0.024, 0.035, 239.065, 195.705, 239.065, 195.705, 17.294, 8.5, 8.5, 1, 6.316, 
6.3, 30.074, 24.4, 61.02, 62.004, 7.398, 1.222, 0.094, 0.094, , 5.194, 983.268, 983.268, 983.268, 70.4, 0, 0, 236.307, 193.444, 236.307, 193.444, 73.776, 73.776, 0.024, 0.035, 238.947, 195.607, 238.947, 195.607, 17.387, 8.5, 8.5, 1, 6.366, 
6.35, 30.074, 24.4, 61.02, 62.006, 7.392, 1.222, 0.095, 0.095, , 5.22, 982.579, 982.579, 982.579, 70.4, 0, 0, 237.306, 194.263, 237.306, 194.263, 74.141, 74.141, 0.024, 0.035, 238.78, 195.47, 238.78, 195.47, 17.398, 8.5, 8.5, 1, 6.416, 
6.4, 30.073, 24.4, 61.02, 62.008, 7.382, 1.222, 0.096, 0.096, , 5.246, 981.258, 981.258, 981.258, 70.4, 0, 0, 238.153, 194.955, 238.153, 194.955, 74.506, 74.506, 0.024, 0.035, 238.459, 195.207, 238.459, 195.207, 17.409, 8.5, 8.5, 1, 6.466, 
6.45, 30.072, 24.4, 61.02, 62.01, 7.371, 1.222, 0.097, 0.097, , 5.271, 979.936, 979.936, 979.936, 70.4, 0, 0, 238.999, 195.648, 238.999, 195.648, 74.871, 74.871, 0.024, 0.035, 238.139, 194.944, 238.139, 194.944, 17.421, 8.5, 8.5, 1, 6.516, 
6.5, 30.071, 24.4, 61.02, 62.012, 7.362, 1.222, 0.098, 0.098, , 5.297, 978.699, 978.699, 978.699, 70.4, 0, 0, 239.862, 196.354, 239.862, 196.354, 75.236, 75.236, 0.024, 0.035, 237.839, 194.699, 237.839, 194.699, 17.432, 8.5, 8.5, 1, 6.566, 
6.55, 30.071, 24.4, 61.02, 62.013, 7.352, 1.222, 0.099, 0.099, , 5.323, 977.469, 977.469, 977.469, 70.4, 0, 0, 240.726, 197.062, 240.726, 197.062, 75.601, 75.601, 0.024, 0.035, 237.541, 194.455, 237.541, 194.455, 17.364, 8.5, 8.5, 1, 6.616, 
6.6, 30.07, 24.4, 61.02, 62.015, 7.342, 1.222, 0.1, 0.1, , 5.348, 976.201, 976.201, 976.201, 70.4, 0, 0, 241.568, 197.752, 241.568, 197.752, 75.965, 75.965, 0.024, 0.035, 237.233, 194.203, 237.233, 194.203, 17.295, 8.5, 8.5, 1, 6.666, 
6.65, 30.069, 24.4, 61.02, 62.017, 7.332, 1.222, 0.101, 0.101, , 5.374, 974.912, 974.912, 974.912, 70.4, 0, 0, 242.399, 198.432, 242.399, 198.432, 76.328, 76.328, 0.024, 0.035, 236.92, 193.947, 236.92, 193.947, 17.226, 8.5, 8.5, 1, 6.716, 
6.7, 30.068, 24.4, 61.02, 62.019, 7.321, 1.222, 0.102, 0.102, , 5.399, 973.577, 973.577, 973.577, 70.4, 0, 0, 243.214, 199.099, 243.214, 199.099, 76.691, 76.691, 0.024, 0.035, 236.596, 193.682, 236.596, 193.682, 17.157, 8.5, 8.5, 1, 6.766, 
6.75, 30.068, 24.4, 61.02, 62.021, 7.31, 1.222, 0.103, 0.103, , 5.425, 972.16, 972.16, 972.16, 70.4, 0, 0, 244.005, 199.745, 244.005, 199.745, 77.053, 77.053, 0.024, 0.035, 236.252, 193.401, 236.252, 193.401, 17.197, 8.5, 8.5, 1, 6.816, 
6.8, 30.067, 24.4, 61.02, 62.023, 7.299, 1.222, 0.104, 0.104, , 5.45, 970.759, 970.759, 970.759, 70.4, 0, 0, 244.797, 200.393, 244.797, 200.393, 77.413, 77.413, 0.024, 0.035, 235.912, 193.123, 235.912, 193.123, 17.247, 8.5, 8.5, 1, 6.866, 
6.85, 30.066, 24.4, 61.02, 62.025, 7.289, 1.222, 0.105, 0.105, , 5.476, 969.47, 969.47, 969.47, 70.4, 0, 0, 245.61, 201.06, 245.61, 201.06, 77.773, 77.773, 0.024, 0.035, 235.599, 192.866, 235.599, 192.866, 17.296, 8.5, 8.5, 1, 6.916, 
6.9, 30.065, 24.4, 61.02, 62.027, 7.279, 1.222, 0.106, 0.106, , 5.501, 968.182, 968.182, 968.182, 70.4, 0, 0, 246.422, 201.727, 246.422, 201.727, 78.135, 78.135, 0.024, 0.035, 235.285, 192.609, 235.285, 192.609, 17.346, 8.5, 8.5, 1, 6.966, 
6.95, 30.064, 24.4, 61.02, 62.029, 7.268, 1.222, 0.107, 0.107, , 5.527, 966.863, 966.863, 966.863, 70.4, 0, 0, 247.221, 202.38, 247.221, 202.38, 78.498, 78.498, 0.024, 0.035, 234.964, 192.346, 234.964, 192.346, 17.37, 8.5, 8.5, 1, 7.016, 
7, 30.064, 24.4, 61.02, 62.031, 7.258, 1.222, 0.108, 0.108, , 5.552, 965.54, 965.54, 965.54, 70.4, 0, 0, 248.018, 203.031, 248.018, 203.031, 78.856, 78.856, 0.024, 0.035, 234.643, 192.082, 234.643, 192.082, 17.391, 8.5, 8.5, 1, 7.066, 
7.05, 30.063, 24.4, 61.02, 62.033, 7.254, 1.222, 0.11, 0.11, , 5.577, 965.137, 965.137, 965.137, 70.4, 0, 0, 249.044, 203.872, 249.044, 203.872, 79.214, 79.214, 0.024, 0.035, 234.545, 192.001, 234.545, 192.001, 17.411, 8.5, 8.5, 1, 7.116, 
7.1, 30.062, 24.4, 61.02, 62.035, 7.254, 1.222, 0.111, 0.111, , 5.602, 965.128, 965.128, 965.128, 70.4, 0, 0, 250.17, 204.794, 250.17, 204.794, 79.573, 79.573, 0.024, 0.035, 234.541, 191.998, 234.541, 191.998, 17.431, 8.5, 8.5, 1, 7.166, 
7.15, 30.061, 24.4, 61.02, 62.036, 7.252, 1.222, 0.112, 0.112, , 5.627, 964.975, 964.975, 964.975, 70.4, 0, 0, 251.256, 205.684, 251.256, 205.684, 79.934, 79.934, 0.024, 0.035, 234.504, 191.968, 234.504, 191.968, 17.45, 8.5, 8.5, 1, 7.216, 
7.2, 30.061, 24.4, 61.02, 62.038, 7.25, 1.222, 0.113, 0.113, , 5.653, 964.689, 964.689, 964.689, 70.4, 0, 0, 252.307, 206.543, 252.307, 206.543, 80.295, 80.295, 0.024, 0.035, 234.434, 191.912, 234.434, 191.912, 17.467, 8.5, 8.5, 1, 7.266, 
7.25, 30.06, 24.4, 61.02, 62.04, 7.246, 1.222, 0.114, 0.114, , 5.678, 964.305, 964.305, 964.305, 70.4, 0, 0, 253.334, 207.383, 253.334, 207.383, 80.655, 80.655, 0.024, 0.035, 234.341, 191.836, 234.341, 191.836, 17.485, 8.5, 8.5, 1, 7.316, 
7.3, 30.06, 24.4, 61.02, 62.039, 7.242, 1.222, 0.115, 0.115, , 5.704, 963.743, 963.743, 963.743, 70.4, 0, 0, 254.316, 208.188, 254.316, 208.188, 81.014, 81.014, 0.024, 0.035, 234.204, 191.725, 234.204, 191.725, 17.502, 8.5, 8.5, 1, 7.366, 
7.35, 30.06, 24.4, 61.02, 62.038, 7.236, 1.222, 0.116, 0.116, , 5.729, 963.073, 963.073, 963.073, 70.4, 0, 0, 255.267, 208.967, 255.267, 208.967, 81.373, 81.373, 0.024, 0.035, 234.041, 191.592, 234.041, 191.592, 17.495, 8.5, 8.5, 1, 7.416, 
7.4, 30.06, 24.4, 61.02, 62.038, 7.228, 1.222, 0.117, 0.117, , 5.754, 962.059, 962.059, 962.059, 70.4, 0, 0, 256.114, 209.662, 256.114, 209.662, 81.73, 81.73, 0.024, 0.035, 233.794, 191.39, 233.794, 191.39, 17.48, 8.5, 8.5, 1, 7.466, 
7.45, 30.06, 24.4, 61.02, 62.037, 7.219, 1.222, 0.118, 0.118, , 5.779, 961.005, 961.005, 961.005, 70.4, 0, 0, 256.95, 210.347, 256.95, 210.347, 82.084, 82.084, 0.024, 0.035, 233.537, 191.181, 233.537, 191.181, 17.465, 8.5, 8.5, 1, 7.516, 
7.5, 30.06, 24.4, 61.02, 62.036, 7.209, 1.222, 0.12, 0.12, , 5.804, 959.657, 959.657, 959.657, 70.4, 0, 0, 257.703, 210.963, 257.703, 210.963, 82.438, 82.438, 0.024, 0.035, 233.21, 190.913, 233.21, 190.913, 17.449, 8.5, 8.5, 1, 7.566, 
7.55, 30.06, 24.4, 61.02, 62.035, 7.198, 1.222, 0.121, 0.121, , 5.829, 958.293, 958.293, 958.293, 70.4, 0, 0, 258.45, 211.575, 258.45, 211.575, 82.795, 82.795, 0.024, 0.035, 232.879, 190.641, 232.879, 190.641, 17.404, 8.5, 8.5, 1, 7.616, 
7.6, 30.06, 24.4, 61.02, 62.034, 7.181, 1.222, 0.122, 0.122, , 5.854, 956.099, 956.099, 956.099, 70.4, 0, 0, 258.968, 211.999, 258.968, 211.999, 83.153, 83.153, 0.024, 0.034, 232.345, 190.204, 232.345, 190.204, 17.345, 8.5, 8.5, 1, 7.666, 
7.65, 30.06, 24.4, 61.02, 62.034, 7.164, 1.222, 0.123, 0.123, , 5.879, 953.904, 953.904, 953.904, 70.4, 0, 0, 259.486, 212.423, 259.486, 212.423, 83.509, 83.509, 0.024, 0.034, 231.811, 189.767, 231.811, 189.767, 17.286, 8.5, 8.5, 1, 7.716, 
7.7, 30.06, 24.4, 61.02, 62.033, 7.138, 1.222, 0.124, 0.124, , 5.904, 950.533, 950.533, 950.533, 70.4, 0, 0, 259.66, 212.564, 259.66, 212.564, 83.865, 83.865, 0.024, 0.034, 230.993, 189.098, 230.993, 189.098, 17.227, 8.5, 8.5, 1, 7.766, 
7.75, 30.06, 24.4, 61.02, 62.032, 7.111, 1.222, 0.125, 0.125, , 5.929, 947.112, 947.112, 947.112, 70.4, 0, 0, 259.821, 212.694, 259.821, 212.694, 84.22, 84.22, 0.024, 0.034, 230.163, 188.418, 230.163, 188.418, 17.233, 8.5, 8.5, 1, 7.816, 
7.8, 30.06, 24.4, 61.02, 62.031, 7.09, 1.222, 0.126, 0.126, , 5.954, 944.351, 944.351, 944.351, 70.4, 0, 0, 260.144, 212.958, 260.144, 212.958, 84.574, 84.574, 0.024, 0.034, 229.492, 187.869, 229.492, 187.869, 17.279, 8.5, 8.5, 1, 7.866, 
7.85, 30.06, 24.4, 61.02, 62.031, 7.069, 1.222, 0.128, 0.128, , 5.978, 941.663, 941.663, 941.663, 70.4, 0, 0, 260.486, 213.238, 260.486, 213.238, 84.923, 84.923, 0.024, 0.034, 228.838, 187.335, 228.838, 187.335, 17.324, 8.5, 8.5, 1, 7.916, 
7.9, 30.06, 24.4, 61.02, 62.03, 7.048, 1.222, 0.129, 0.129, , 6.003, 938.942, 938.942, 938.942, 70.4, 0, 0, 260.803, 213.497, 260.803, 213.497, 85.271, 85.271, 0.024, 0.034, 228.178, 186.795, 228.178, 186.795, 17.37, 8.5, 8.5, 1, 7.966, 
7.95, 30.06, 24.4, 61.02, 62.029, 7.027, 1.222, 0.13, 0.13, , 6.028, 936.216, 936.216, 936.216, 70.4, 0, 0, 261.117, 213.752, 261.117, 213.752, 85.621, 85.621, 0.024, 0.034, 227.516, 186.253, 227.516, 186.253, 17.41, 8.5, 8.5, 1, 8.016, 
8, 30.06, 24.4, 61.02, 62.028, 7.015, 1.222, 0.131, 0.131, , 6.052, 934.731, 934.731, 934.731, 70.4, 0, 0, 261.764, 214.283, 261.764, 214.283, 85.971, 85.971, 0.024, 0.034, 227.155, 185.958, 227.155, 185.958, 17.446, 8.5, 8.5, 1, 8.066, 
8.05, 30.06, 24.4, 61.02, 62.028, 7.005, 1.222, 0.132, 0.132, , 6.077, 933.483, 933.483, 933.483, 70.4, 0, 0, 262.476, 214.867, 262.476, 214.867, 86.318, 86.318, 0.024, 0.035, 226.852, 185.71, 226.852, 185.71, 17.482, 8.5, 8.5, 1, 8.116, 
8.1, 30.06, 24.4, 61.02, 62.027, 6.988, 1.222, 0.133, 0.133, , 6.101, 931.206, 931.206, 931.206, 70.4, 0, 0, 262.88, 215.198, 262.88, 215.198, 86.665, 86.665, 0.024, 0.035, 226.299, 185.256, 226.299, 185.256, 17.518, 8.5, 8.5, 1, 8.166, 
8.15, 30.06, 24.4, 61.02, 62.026, 6.969, 1.222, 0.135, 0.135, , 6.126, 928.732, 928.732, 928.732, 70.4, 0, 0, 263.225, 215.481, 263.225, 215.481, 87.01, 87.01, 0.024, 0.035, 225.699, 184.762, 225.699, 184.762, 17.564, 8.5, 8.5, 1, 8.216, 
8.2, 30.06, 24.401, 61.02, 62.025, 6.95, 1.222, 0.136, 0.136, , 6.15, 926.335, 926.335, 926.335, 70.4, 0, 0, 263.584, 215.777, 263.584, 215.777, 87.355, 87.355, 0.024, 0.035, 225.116, 184.285, 225.116, 184.285, 17.62, 8.5, 8.5, 1, 8.266, 
8.25, 30.06, 24.401, 61.02, 62.024, 6.931, 1.222, 0.137, 0.137, , 6.174, 923.953, 923.953, 923.953, 70.4, 0, 0, 263.947, 216.074, 263.947, 216.074, 87.7, 87.7, 0.024, 0.035, 224.536, 183.81, 224.536, 183.81, 17.677, 8.5, 8.5, 1, 8.316, 
8.3, 30.06, 24.401, 61.02, 62.024, 6.905, 1.222, 0.138, 0.138, , 6.199, 920.473, 920.473, 920.473, 70.4, 0, 0, 263.975, 216.098, 263.975, 216.098, 88.045, 88.045, 0.024, 0.035, 223.69, 183.117, 223.69, 183.117, 17.733, 8.5, 8.5, 1, 8.366, 
8.35, 30.06, 24.402, 61.02, 62.023, 6.877, 1.222, 0.139, 0.139, , 6.222, 916.844, 916.844, 916.844, 70.4, 0, 0, 263.958, 216.084, 263.958, 216.084, 88.385, 88.385, 0.024, 0.035, 222.807, 182.394, 222.807, 182.394, 17.753, 8.5, 8.5, 1, 8.416, 
8.4, 30.06, 24.402, 61.02, 62.022, 6.861, 1.222, 0.141, 0.141, , 6.246, 914.811, 914.811, 914.811, 70.4, 0, 0, 264.39, 216.437, 264.39, 216.437, 88.723, 88.723, 0.024, 0.035, 222.313, 181.99, 222.313, 181.99, 17.721, 8.5, 8.5, 1, 8.466, 
8.45, 30.06, 24.403, 61.02, 62.021, 6.846, 1.222, 0.143, 0.143, , 6.27, 912.918, 912.918, 912.918, 70.4, 0, 0, 264.861, 216.822, 264.861, 216.822, 89.065, 89.065, 0.024, 0.035, 221.853, 181.614, 221.853, 181.614, 17.689, 8.5, 8.5, 1, 8.516, 
8.5, 30.06, 24.403, 61.02, 62.021, 6.832, 1.222, 0.144, 0.144, , 6.294, 911.208, 911.208, 911.208, 70.4, 0, 0, 265.372, 217.242, 265.372, 217.242, 89.407, 89.407, 0.024, 0.035, 221.437, 181.273, 221.437, 181.273, 17.658, 8.5, 8.5, 1, 8.566, 
8.55, 30.06, 24.403, 61.02, 62.02, 6.819, 1.222, 0.145, 0.145, , 6.318, 909.518, 909.518, 909.518, 70.4, 0, 0, 265.888, 217.665, 265.888, 217.665, 89.745, 89.745, 0.024, 0.035, 221.026, 180.936, 221.026, 180.936, 17.62, 8.5, 8.5, 1, 8.616, 
8.6, 30.06, 24.404, 61.02, 62.019, 6.808, 1.222, 0.146, 0.146, , 6.342, 908.087, 908.087, 908.087, 70.4, 0, 0, 266.461, 218.134, 266.461, 218.134, 90.084, 90.084, 0.024, 0.035, 220.679, 180.652, 220.679, 180.652, 17.573, 8.5, 8.5, 1, 8.666, 
8.65, 30.06, 24.404, 61.02, 62.018, 6.795, 1.222, 0.147, 0.147, , 6.366, 906.445, 906.445, 906.445, 70.4, 0, 0, 266.971, 218.551, 266.971, 218.551, 90.419, 90.419, 0.024, 0.035, 220.28, 180.325, 220.28, 180.325, 17.526, 8.5, 8.5, 1, 8.716, 
8.7, 30.06, 24.404, 61.02, 62.016, 6.772, 1.222, 0.149, 0.149, , 6.389, 903.507, 903.507, 903.507, 70.4, 0, 0, 267.095, 218.653, 267.095, 218.653, 90.754, 90.754, 0.024, 0.035, 219.566, 179.741, 219.566, 179.741, 17.479, 8.5, 8.5, 1, 8.766, 
8.75, 30.06, 24.405, 61.02, 62.015, 6.749, 1.222, 0.15, 0.15, , 6.413, 900.531, 900.531, 900.531, 70.4, 0, 0, 267.205, 218.742, 267.205, 218.742, 91.093, 91.093, 0.024, 0.035, 218.843, 179.149, 218.843, 179.149, 17.462, 8.5, 8.5, 1, 8.816, 
8.8, 30.06, 24.405, 61.02, 62.014, 6.725, 1.222, 0.151, 0.151, , 6.437, 897.437, 897.437, 897.437, 70.4, 0, 0, 267.267, 218.792, 267.267, 218.792, 91.429, 91.429, 0.024, 0.035, 218.091, 178.534, 218.091, 178.534, 17.517, 8.5, 8.5, 1, 8.866, 
8.85, 30.06, 24.406, 61.02, 62.013, 6.703, 1.222, 0.152, 0.152, , 6.46, 894.55, 894.55, 894.55, 70.4, 0, 0, 267.383, 218.885, 267.383, 218.885, 91.761, 91.761, 0.024, 0.035, 217.39, 177.959, 217.39, 177.959, 17.572, 8.5, 8.5, 1, 8.916, 
8.9, 30.06, 24.406, 61.02, 62.012, 6.683, 1.222, 0.154, 0.154, , 6.483, 892.033, 892.033, 892.033, 70.4, 0, 0, 267.594, 219.057, 267.594, 219.057, 92.093, 92.093, 0.024, 0.035, 216.778, 177.458, 216.778, 177.458, 17.627, 8.5, 8.5, 1, 8.966, 
8.95, 30.06, 24.406, 61.02, 62.011, 6.666, 1.222, 0.155, 0.155, , 6.507, 889.765, 889.765, 889.765, 70.4, 0, 0, 267.874, 219.286, 267.874, 219.286, 92.424, 92.424, 0.024, 0.035, 216.227, 177.006, 216.227, 177.006, 17.674, 8.5, 8.5, 1, 9.016, 
9, 30.06, 24.407, 61.02, 62.009, 6.65, 1.222, 0.156, 0.156, , 6.53, 887.769, 887.769, 887.769, 70.4, 0, 0, 268.228, 219.576, 268.228, 219.576, 92.754, 92.754, 0.024, 0.035, 215.741, 176.608, 215.741, 176.608, 17.7, 8.5, 8.5, 1, 9.066, 
9.05, 30.06, 24.407, 61.02, 62.008, 6.644, 1.222, 0.158, 0.158, , 6.553, 887.022, 887.022, 887.022, 70.4, 0, 0, 268.961, 220.175, 268.961, 220.175, 93.082, 93.082, 0.024, 0.035, 215.56, 176.459, 215.56, 176.459, 17.725, 8.5, 8.5, 1, 9.116, 
9.1, 30.06, 24.408, 61.02, 62.007, 6.644, 1.222, 0.159, 0.159, , 6.576, 887.042, 887.042, 887.042, 70.4, 0, 0, 269.925, 220.963, 269.925, 220.963, 93.412, 93.412, 0.024, 0.035, 215.565, 176.463, 215.565, 176.463, 17.75, 8.5, 8.5, 1, 9.166, 
9.15, 30.06, 24.408, 61.02, 62.006, 6.629, 1.222, 0.16, 0.16, , 6.6, 885.211, 885.211, 885.211, 70.4, 0, 0, 270.312, 221.281, 270.312, 221.281, 93.744, 93.744, 0.024, 0.035, 215.12, 176.099, 215.12, 176.099, 17.77, 8.5, 8.5, 1, 9.216, 
9.2, 30.06, 24.408, 61.02, 62.005, 6.611, 1.222, 0.161, 0.161, , 6.623, 882.858, 882.858, 882.858, 70.4, 0, 0, 270.537, 221.466, 270.537, 221.466, 94.072, 94.072, 0.024, 0.035, 214.548, 175.631, 214.548, 175.631, 17.768, 8.5, 8.5, 1, 9.266, 
9.25, 30.06, 24.409, 61.02, 62.004, 6.599, 1.222, 0.163, 0.163, , 6.646, 881.332, 881.332, 881.332, 70.4, 0, 0, 271.011, 221.855, 271.011, 221.855, 94.4, 94.4, 0.024, 0.035, 214.176, 175.328, 214.176, 175.328, 17.766, 8.5, 8.5, 1, 9.316, 
9.3, 30.06, 24.409, 61.02, 62.003, 6.587, 1.222, 0.164, 0.164, , 6.669, 879.761, 879.761, 879.761, 70.4, 0, 0, 271.47, 222.232, 271.47, 222.232, 94.731, 94.731, 0.024, 0.035, 213.793, 175.015, 213.793, 175.015, 17.764, 8.5, 8.5, 1, 9.366, 
9.35, 30.06, 24.409, 61.02, 62.001, 6.569, 1.222, 0.165, 0.165, , 6.692, 877.464, 877.464, 877.464, 70.4, 0, 0, 271.694, 222.417, 271.694, 222.417, 95.061, 95.061, 0.024, 0.035, 213.234, 174.559, 213.234, 174.559, 17.762, 8.5, 8.5, 1, 9.416, 
9.4, 30.06, 24.41, 61.02, 62, 6.557, 1.222, 0.167, 0.167, , 6.715, 875.926, 875.926, 875.926, 70.4, 0, 0, 272.149, 222.792, 272.149, 222.792, 95.383, 95.383, 0.024, 0.035, 212.86, 174.254, 212.86, 174.254, 17.768, 8.5, 8.5, 1, 9.466, 
9.45, 30.06, 24.41, 61.02, 61.999, 6.558, 1.222, 0.168, 0.168, , 6.738, 876.158, 876.158, 876.158, 70.4, 0, 0, 273.148, 223.611, 273.148, 223.611, 95.708, 95.708, 0.024, 0.035, 212.916, 174.3, 212.916, 174.3, 17.774, 8.5, 8.5, 1, 9.516, 
9.5, 30.06, 24.409, 61.02, 61.998, 6.553, 1.222, 0.169, 0.169, , 6.761, 875.594, 875.594, 875.594, 70.4, 0, 0, 273.899, 224.226, 273.899, 224.226, 96.035, 96.035, 0.024, 0.035, 212.779, 174.189, 212.779, 174.189, 17.78, 8.5, 8.5, 1, 9.566, 
9.55, 30.06, 24.409, 61.02, 61.997, 6.543, 1.222, 0.171, 0.171, , 6.784, 874.234, 874.234, 874.234, 70.4, 0, 0, 274.402, 224.638, 274.402, 224.638, 96.359, 96.359, 0.024, 0.035, 212.449, 173.919, 212.449, 173.919, 17.788, 8.5, 8.5, 1, 9.616, 
